prompt,fold,routed_model,actual_quality,actual_cost
Write a python function to find the element that appears only once in a sorted array.,2,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to sum all amicable numbers from 1 to a specified number.,2,mistralai/mixtral-8x7b-chat,0.0,0.00017431835294117644
Write a function to get the angle of a complex number.,2,zero-one-ai/Yi-34B-Chat,0.0,0.00022846870588235293
Write a function to multiply two integers.,2,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find words that are longer than n characters from a given list of words.,2,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to reverse only the vowels of a given string (where y is not a vowel).,2,meta/llama-2-70b-chat,0.0,0.0002972742352941176
Write a function to sort a given matrix in ascending order according to the sum of its rows.,2,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,2,claude-v1,0.0,0.0042774399999999995
Write a function to find the perimeter of a regular pentagon from the length of its sides.,3,claude-v2,1.0,0.005838738823529412
Write a python function to count the number of set bits (binary digits with value 1) in a given number.,3,gpt-4-1106-preview,1.0,0.00937664705882353
"Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.",3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
"Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.",3,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function for computing square roots using the babylonian method.,3,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
Write a function to find the length of the longest palindromic subsequence in the given string.,3,gpt-4-1106-preview,1.0,0.00937664705882353
"Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.",3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find whether a given array of integers contains any duplicate element.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the nth newman–shanks–williams prime number.,3,gpt-4-1106-preview,0.0,0.00937664705882353
Write a function that takes in two tuples and performs mathematical division operation element-wise across the given tuples.,3,claude-instant-v1,0.0,0.0004815265882352941
"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.",3,claude-instant-v1,0.0,0.0004815265882352941
Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.,3,claude-v2,1.0,0.005838738823529412
Write a python function to check if the elements of a given list are unique or not.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to subtract two lists element-wise.,3,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function that checks whether a string contains the 'a' character followed by two or three 'b' characters.,3,gpt-4-1106-preview,1.0,0.00937664705882353
"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.",3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to find the first non-repeated character in a given string.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the median of three numbers.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to check whether an element exists within a tuple.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to convert the given snake case string to camel case string.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to find common first element in given list of tuple.,3,claude-v1,0.0,0.0042774399999999995
Write a function to extract only the rear index element of each string in the given tuple.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to count the number of sublists containing a particular element.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to find the directrix of a parabola.,3,claude-instant-v1,0.0,0.0004815265882352941
Write a function to sort a list of tuples using the second value of each tuple.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the median length of a trapezium.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function that matches a string that has an a followed by one or more b's.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to count bidirectional tuple pairs.,3,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a function that gives loss amount on a sale if the given amount has loss else return 0.,3,claude-v2,0.0,0.005838738823529412
Write a function that matches a word containing 'z'.,3,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a python function to find the sublist having minimum length.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to remove uppercase substrings from a given string.,3,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function to check if all values are same in a dictionary.,3,claude-v2,0.0,0.005838738823529412
Write a function to drop empty items from a given dictionary.,3,WizardLM/WizardLM-13B-V1.2,0.0,8.095270588235294e-05
Write a function to sort a dictionary by value.,3,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a python function to count the number of pairs whose xor value is odd.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to check whether a specified list is sorted or not.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a python function to remove duplicate numbers from a given number of lists.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to interleave 3 lists of the same length into a single flat list.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to find the first adverb ending with ly and its positions in a given string.,3,claude-instant-v1,0.0,0.0004815265882352941
Write a python function to split a list at the nth eelment and add the first part to the end.,3,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
Write a function to convert a list to a tuple.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a python function to find the sum of the product of consecutive binomial co-efficients.,3,gpt-4-1106-preview,0.0,0.00937664705882353
Write a python function to check whether the given number can be represented as the difference of two squares or not.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,3,gpt-4-1106-preview,0.0,0.00937664705882353
Write a function to find sum and average of first n natural numbers.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to find the first repeated character in a given string.,3,claude-v2,1.0,0.005838738823529412
"Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.",3,claude-instant-v1,1.0,0.0004815265882352941
"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.",3,meta/llama-2-70b-chat,1.0,0.0002972742352941176
Write a python function to interchange the first and last element in a given list.,3,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a python function to find the smallest missing number from a sorted list of natural numbers.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to replace all spaces in the given string with '%20'.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to extract all the adjacent coordinates of the given coordinate tuple.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,3,claude-v1,0.0,0.0042774399999999995
Write a function to find the nth tetrahedral number.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to remove consecutive duplicates of a given list.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the index of the first occurrence of a given number in a sorted array.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to locate the left insertion point for a specified value in sorted order. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-data-structure-exercise-24.php,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to find the volume of a sphere.,3,WizardLM/WizardLM-13B-V1.2,0.0,8.095270588235294e-05
Write a python function to find the index of smallest triangular number with n digits. https://www.geeksforgeeks.org/index-of-smallest-triangular-number-with-n-digits/,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to find the longest common subsequence for the given three string sequence. https://www.geeksforgeeks.org/lcs-longest-common-subsequence-three-strings/,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,3,claude-v1,1.0,0.0042774399999999995
Write a python function to count number of digits in a given string.,3,claude-v2,1.0,0.005838738823529412
Write a python function to find the sum of fourth power of first n odd natural numbers.,3,claude-instant-v1,1.0,0.0004815265882352941
Write a function to remove all the words with k length in the given string.,3,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function to pack consecutive duplicates of a given list elements into sublists.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to find the combinations of sums with tuples in the given tuple list. https://www.geeksforgeeks.org/python-combinations-of-sum-with-tuples-in-tuple-list/,3,claude-v2,0.0,0.005838738823529412
Write a python function to find the sum of all odd length subarrays. https://www.geeksforgeeks.org/sum-of-all-odd-length-subarrays/,3,claude-instant-v1,0.0,0.0004815265882352941
Write a function to convert tuple string to integer tuple.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a python function to find the sum of an array.,3,mistralai/mistral-7b-chat,1.0,4.8506352941176474e-05
Write a function to that rotate left bits by d bits a given number. We assume that the number is 32 bit.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function to find the first odd number in a given list of numbers.,3,zero-one-ai/Yi-34B-Chat,0.0,0.00022846870588235293
Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.,3,mistralai/mixtral-8x7b-chat,0.0,0.00017431835294117644
Write a function to find the closest smaller number than n.,3,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to check whether the given number is undulating or not.,3,gpt-4-1106-preview,0.0,0.00937664705882353
Write a function to calculate the value of 'a' to the power 'b'.,3,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to convert a snake case string to camel case string.,3,gpt-4-1106-preview,0.0,0.00937664705882353
Write a python function to count true booleans in the given list.,3,claude-v2,1.0,0.005838738823529412
Write a function to convert all possible convertible elements in a list of lists to floats.,3,claude-instant-v1,0.0,0.0004815265882352941
Write a function to convert a string to a list of strings split on the space character.,3,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,3,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a python function to identify non-prime numbers.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a function that returns the perimeter of a square given its side length as input.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to count the number of non-empty substrings of a given string.,4,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
"Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.",4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a python function that returns the number of integer elements in a given list.,4,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
Write a function to calculate a dog's age in dog's years.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a function to find the n'th star number.,4,zero-one-ai/Yi-34B-Chat,0.0,0.00022846870588235293
Write a function to find the ascii value of a character.,4,claude-v1,1.0,0.0042774399999999995
Write a python function to find the sum of even numbers at even positions of a list.,4,gpt-4-1106-preview,0.0,0.00937664705882353
Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.,4,claude-v2,1.0,0.005838738823529412
Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to find the number of elements that occurs before the tuple element in the given tuple.,4,gpt-4-1106-preview,0.0,0.00937664705882353
Write a python function to find quotient of two numbers (rounded down to the nearest integer).,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the depth of a dictionary.,4,zero-one-ai/Yi-34B-Chat,0.0,0.00022846870588235293
Write a function to convert a given string to a tuple of characters.,4,claude-v1,0.0,0.0042774399999999995
Write a python function to set the left most unset bit.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to find the highest power of 2 that is less than or equal to n.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to check whether the given string starts and ends with the same character or not.,4,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a function to compute the sum of digits of each number of a given list.,4,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a function to perform index wise addition of tuple elements in the given two nested tuples.,4,claude-v1,0.0,0.0042774399999999995
Write a python function to find the minimum of two numbers.,4,WizardLM/WizardLM-13B-V1.2,1.0,8.095270588235294e-05
Write a python function to find the element of a list having maximum length.,4,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function that takes two lists and returns true if they have at least one common element.,4,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to trim each tuple by k in the given tuple list.,4,claude-v2,0.0,0.005838738823529412
Write a python function to count the occurence of all elements of list in a tuple.,4,mistralai/mistral-7b-chat,0.0,4.8506352941176474e-05
Write a function to check whether the given month number contains 31 days or not.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to reverse each string in a given list of string values.,4,claude-v1,1.0,0.0042774399999999995
Write a python function to count the upper case characters in a given string.,4,claude-instant-v1,0.0,0.0004815265882352941
Write a function to find the maximum product subarray of the given array.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a python function to find the product of the array multiplication modulo n.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to toggle the case of all characters in a string.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to find the sum of the per-digit difference between two integers.,4,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a function to find the sum of the largest contiguous sublist in the given list.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to check whether a list contains the given sublist or not.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a function to find the union of the elements of two given tuples and output them in sorted order.,4,claude-v1,0.0,0.0042774399999999995
Write a function to find whether all the given tuples have equal length or not.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a python function to find the last digit in factorial of a given number.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the dissimilar elements in the given two tuples.,4,claude-v1,1.0,0.0042774399999999995
Write a function to sort a list of elements.,4,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function to find the n most expensive items in a given dataset.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a python function to find the difference between largest and smallest value in a given list.,4,claude-v1,1.0,0.0042774399999999995
Write a function to check whether it follows the sequence given in the patterns array.,4,gpt-4-1106-preview,0.0,0.00937664705882353
Write a function to check if the given integer is a prime number.,4,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the cumulative sum of all the values that are present in the given tuple list.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to find the median of two sorted lists of same size.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to compute the n-th power of each number in a list.,4,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
Write a python function to find whether a number is divisible by 11.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to find even numbers from a list of numbers.,4,mistralai/mistral-7b-chat,1.0,4.8506352941176474e-05
Write a python function to find the sum of xor of all pairs of numbers in the given list.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to sort the given list.,4,WizardLM/WizardLM-13B-V1.2,0.0,8.095270588235294e-05
Write a function to remove the parenthesis and what is inbetween them from a string.,4,claude-v1,1.0,0.0042774399999999995
Write a function to find the nth nonagonal number.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to add a dictionary to the tuple. The output should be a tuple.,4,claude-v2,1.0,0.005838738823529412
The input is defined as two lists of the same length. Write a function to count indices where the lists have the same values.,4,gpt-4-1106-preview,1.0,0.00937664705882353
Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/,4,claude-instant-v1,1.0,0.0004815265882352941
Write a function to caluclate the area of a tetrahedron.,4,mistralai/mixtral-8x7b-chat,0.0,0.00017431835294117644
Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/,4,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...",4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.",4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to find the second smallest number in a list.,4,claude-v1,0.0,0.0042774399999999995
Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,4,claude-v2,1.0,0.005838738823529412
Write a python function to check whether a list of numbers contains only one distinct element or not.,4,claude-instant-v1,0.0,0.0004815265882352941
Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/,4,gpt-4-1106-preview,0.0,0.00937664705882353
Write a python function to check whether every odd index contains odd numbers of a given list.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to find the sum of non-repeated elements in a given list.,4,claude-instant-v1,0.0,0.0004815265882352941
Write a function to find the product of first even and odd number of a given list.,4,claude-v2,0.0,0.005838738823529412
Write a function to create a new tuple from the given string and list.,4,meta/code-llama-instruct-34b-chat,0.0,0.0001562334494117647
Write a python function to check whether every even index contains even numbers of a given list.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a function to remove tuples from the given tuple.,4,claude-v1,0.0,0.0042774399999999995
Write a python function to find the last position of an element in a sorted array.,4,gpt-3.5-turbo-1106,1.0,0.0003346564705882353
Write a function to check whether the product of numbers in a list is even or not.,4,mistralai/mistral-7b-chat,1.0,4.8506352941176474e-05
Write a function to check if the given tuples contain the k or not.,4,claude-v2,0.0,0.005838738823529412
Write a function to find squares of individual elements in a list.,4,claude-v1,1.0,0.0042774399999999995
Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,4,mistralai/mixtral-8x7b-chat,0.0,0.00017431835294117644
Write a function to check whether all dictionaries in a list are empty or not.,4,gpt-3.5-turbo-1106,0.0,0.0003346564705882353
Write a function to convert a given tuple of positive integers into a single integer.,4,meta/code-llama-instruct-34b-chat,1.0,0.0001562334494117647
Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,4,claude-v1,1.0,0.0042774399999999995
Write a function to find the circumference of a circle.,4,claude-instant-v1,1.0,0.0004815265882352941
Write a python function to find the maximum difference between any two elements in a given array.,4,gpt-4-1106-preview,1.0,0.00937664705882353
"Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).",4,claude-v1,0.0,0.0042774399999999995
Write a function that counts the number of pairs of integers in a list that xor to an even number.,4,mistralai/mixtral-8x7b-chat,1.0,0.00017431835294117644
Write a function to count the number of occurrences of a number in a given list.,4,claude-instant-v1,1.0,0.0004815265882352941
